,main_style,brewery_name,beer_style,beer_name,beer_abv,cluster,avg_review_overall_p_style_p_group,avg_review_aroma_p_style_p_group,avg_review_appearance_p_style_p_group,avg_review_palate_p_style_p_group,avg_review_taste_p_style_p_group,total_reviews_per_style_by_cluster,total_reviews_by_cluster,avg_review_overall_p_beer_p_style_p_group,avg_review_aroma_p_beer_p_style_p_group,avg_review_appearance_p_beer_p_style_p_group,avg_review_palate_p_beer_p_style_p_group,avg_review_taste_p_beer_p_style_p_group,total_reviews_per_beer_per_style_by_cluster,full_total_styles,full_total_beers,review_overall_per_group_full,review_appearance_per_group_full,review_palate_per_group_full,review_taste_per_group_full,review_aroma_per_group_full,full_total_groups
259,Pilseners and Pale Lagers,Bedele Brewery,Czech Pilsener,Bedele Beer,5.5,18.0,3.4,2.86,3.07,3.09,3.1,1593.0,15747.0,4.0,4.0,3.5,4.0,4.0,1.0,116531,14,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
260,Porters,Sly Fox Brewing Company,American Porter,Pughtown Porter,5.8,18.0,3.72,3.76,3.9,3.64,3.76,221.0,15747.0,4.0,4.0,4.0,4.0,4.5,1.0,67373,22,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
261,Specialty Beers,Snowshoe Brewing Company,Fruit / Vegetable Beer,Apricot Wheat Ale,4.9,18.0,3.59,3.61,3.63,3.53,3.59,880.0,15747.0,4.5,4.5,4.5,4.5,4.5,1.0,83381,15,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
262,Stouts,Port Brewing Company / Pizza Port,American Double / Imperial Stout,Churchill's Finest Hour 2010,11.0,18.0,4.0,4.03,4.2,4.01,4.13,1708.0,15747.0,4.5,4.5,4.5,4.0,4.5,1.0,166797,22,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
263,Strong Ales,Big Sky Brewing Company,Belgian Strong Dark Ale,Belgian Brown Ale,7.8,18.0,3.99,4.0,4.06,4.02,4.11,2577.0,15747.0,4.0,3.5,4.5,4.0,4.0,1.0,207116,15,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
264,Wheat Beers,Tractor Brewing Co.,American Pale Wheat Ale,Haymaker Honey Wheat,5.0,18.0,3.91,3.67,3.77,3.7,3.74,1198.0,15747.0,3.5,3.5,3.5,3.0,3.0,1.0,86224,15,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
265,Wild/Sour Beers,Avery Brewing Company,American Wild Ale,Quinquepartite,9.91,18.0,3.84,3.93,3.93,3.9,3.95,161.0,15747.0,5.0,4.0,4.5,4.5,4.5,1.0,32378,34,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
266,Bocks,Trafalgar Ales & Meads,Bock,Trafalgar Maple Bock,6.5,19.0,2.63,2.94,3.59,2.96,2.78,27.0,12286.0,1.0,1.0,1.0,1.0,1.0,1.0,50610,20,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
267,Brown Ales,(512) Brewing Company,American Brown Ale,(512) Bruin,7.6,19.0,3.7,3.64,3.76,3.65,3.77,224.0,12286.0,4.0,4.0,4.5,3.5,4.0,1.0,48899,16,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
268,Dark Ales,Big Rock Brewery,Winter Warmer,McNally's Winter Spice Ale,6.0,19.0,3.83,3.83,3.96,3.8,3.88,518.0,12286.0,4.0,4.5,4.5,4.0,4.5,1.0,60821,20,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
269,Dark Lagers,Dale Bros. Brewery,Euro Dark Lager,California Black Beer,4.3,19.0,3.71,3.4,3.7,3.55,3.6,215.0,12286.0,4.0,3.0,4.0,4.0,4.0,1.0,60925,16,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
270,Hybrid Beers,Mountain Goat Beer Pty Ltd,California Common / Steam Beer,Mountain Goat Steam Ale,5.1,19.0,3.81,3.62,3.83,3.76,3.75,116.0,12286.0,4.0,4.0,3.0,4.0,4.0,1.0,15775,21,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
271,India Pale Ales,Brouwerij De Molen,American Double / Imperial IPA,Amarillo,9.2,19.0,4.01,3.99,4.0,3.95,4.07,2407.0,12286.0,3.5,3.5,3.5,3.0,3.5,1.0,210717,25,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
272,Pale Ales,Malt Shovel Brewery,English Pale Ale,James Squire 150 Lashes,4.7,19.0,3.9,3.65,3.82,3.71,3.79,1700.0,12286.0,3.0,4.0,3.0,3.5,2.5,1.0,208731,13,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
273,Pilseners and Pale Lagers,"Lakefront Brewery, Inc.",American Double / Imperial Pilsner,Local Acre Lager Wisconsin Wet Hop,7.0,19.0,3.3,2.78,3.06,3.03,3.0,791.0,12286.0,4.0,4.0,4.0,4.0,4.0,1.0,116531,14,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
274,Porters,Six Rivers Brewery,American Porter,Kona Moon Porter,5.0,19.0,3.87,3.85,3.99,3.79,3.93,426.0,12286.0,3.0,4.0,3.5,3.0,2.5,1.0,67373,22,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
275,Specialty Beers,Brouwerij Smisje,Pumpkin Ale,De Regenboog Speciale,10.5,19.0,3.58,3.67,3.69,3.57,3.63,833.0,12286.0,4.0,4.0,4.5,4.0,4.0,1.0,83381,15,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
276,Stouts,Saint Louis Brewery / Schlafly Tap Room,American Stout,Schlafly Culinaria Raspberry Coffee Stout,7.0,19.0,4.05,4.05,4.18,4.04,4.17,1854.0,12286.0,4.0,4.0,4.0,3.5,4.5,1.0,166797,22,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
277,Strong Ales,Iron Hill Brewery & Restaurant,Belgian Strong Dark Ale,Forbidden Fruit,8.6,19.0,4.0,4.02,4.07,4.01,4.12,1913.0,12286.0,4.0,4.0,4.5,4.5,5.0,1.0,207116,29,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
278,Wheat Beers,Joseph James Brewing Inc.,Witbier,Alpine Wit,5.1,19.0,3.99,3.73,3.77,3.76,3.84,1219.0,12286.0,3.5,3.0,3.5,3.0,3.0,1.0,86224,15,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
279,Wild/Sour Beers,Brasserie Belle-Vue,Gueuze,Belle Vue Gueuze,5.2,19.0,3.4,3.7,3.71,3.6,3.63,43.0,12286.0,3.5,3.0,3.5,3.5,3.0,1.0,32378,41,3.891665310109067,3.894229203972001,3.8065684518964673,3.8966710076509847,3.7954989418850724,12286.0
280,Bocks,Iron Hill Brewery & Restaurant,Doppelbock,Triple Bock,13.2,20.0,3.9,3.81,3.88,3.85,3.93,2418.0,74622.0,3.75,4.25,4.0,4.25,4.0,2.0,50610,17,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
281,Brown Ales,Moorilla Estate,American Brown Ale,Moo Brew Dark Ale,5.0,20.0,3.87,3.72,3.83,3.72,3.85,2253.0,74622.0,3.0,3.5,3.5,3.0,2.5,1.0,48899,13,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
282,Dark Ales,Antares,Scottish Ale,Scotch,6.0,20.0,3.89,3.85,3.98,3.83,3.91,3283.0,74622.0,4.0,4.0,4.0,4.0,4.5,1.0,60821,19,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
283,Dark Lagers,"Manchester Brewing, LLC",Märzen / Oktoberfest,The Devil's Rooster,5.0,20.0,3.79,3.49,3.72,3.6,3.66,2224.0,74622.0,4.0,3.5,3.5,4.0,3.5,1.0,60925,16,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
284,Hybrid Beers,Dansk Mjød A/S,Braggot,Old Danish Braggot,10.1,20.0,1.74,2.42,3.47,2.66,2.0,19.0,74622.0,1.5,3.5,3.0,2.5,2.5,1.0,15775,21,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
285,India Pale Ales,Minneapolis Town Hall Brewery,American IPA,Fresh Hop 2009,6.1,20.0,4.02,4.01,4.04,3.96,4.03,13634.0,74622.0,4.0,4.0,4.0,4.0,4.0,1.0,210717,18,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
286,Pale Ales,Anheuser-Busch,American Amber / Red Ale,Lone Palm Ale,5.0,20.0,3.89,3.7,3.84,3.73,3.77,8720.0,74622.0,3.0,3.5,3.0,3.0,3.5,1.0,208731,13,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
287,Pilseners and Pale Lagers,Brouwerij Martens NV,Light Lager,Martens Low Carbohydrate,7.0,20.0,3.44,2.98,3.22,3.19,3.18,3409.0,74622.0,2.5,2.0,2.0,2.5,2.0,1.0,116531,14,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
288,Porters,OPA-OPA Steakhouse & Brewery,American Porter,Southampton Porter,6.7,20.0,3.96,3.88,3.98,3.84,3.97,3716.0,74622.0,3.5,3.0,3.5,3.0,3.0,1.0,67373,22,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
289,Specialty Beers,Founders Brewing Company,Rye Beer,Founders Barrel Aged Red's Rye,9.0,20.0,3.68,3.75,3.74,3.66,3.72,4066.0,74622.0,4.5,4.0,4.5,4.0,4.0,1.0,83381,15,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
290,Stouts,Big Sky Brewing Company,American Double / Imperial Stout,Bottleworks XI Anniversary Ale,11.0,20.0,4.01,4.04,4.14,4.02,4.1,11941.0,74622.0,4.33,4.33,4.33,4.0,4.33,3.0,166797,22,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
291,Strong Ales,Square One Brewery,Scotch Ale / Wee Heavy,Scotch,10.0,20.0,3.94,4.01,4.02,3.99,4.07,12451.0,74622.0,4.0,4.0,3.5,3.5,4.5,1.0,207116,19,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
292,Wheat Beers,J.J. Bitting Brewing Company,American Pale Wheat Ale,J.J.'s Raspberry Wheat,4.5,20.0,3.91,3.69,3.74,3.71,3.75,3725.0,74622.0,4.0,3.5,3.0,4.0,4.0,1.0,86224,15,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
293,Wild/Sour Beers,Avery Brewing Company,American Wild Ale,Quinquepartite,9.91,20.0,4.07,4.09,4.04,4.02,4.15,2763.0,74622.0,3.25,3.75,3.5,3.75,3.25,2.0,32378,34,3.9172295033636195,3.934148106456541,3.853381040443837,3.9259668730401223,3.860718018814827,74622.0
294,Bocks,Erie Brewing Co.,Maibock / Helles Bock,Golden Fleece Maibock,8.5,21.0,3.63,3.6,3.81,3.52,3.87,26.0,1798.0,4.0,4.5,4.0,4.0,4.0,1.0,50610,55,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
295,Brown Ales,Russian River Brewing Company,American Brown Ale,Janet's Brown Ale,7.92,21.0,3.7,3.44,3.83,3.49,3.66,43.0,1798.0,4.0,3.5,4.0,4.0,4.5,1.0,48899,16,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
296,Dark Ales,Big Rock Brewery,Winter Warmer,McNally's Winter Spice Ale,6.0,21.0,4.27,4.05,4.18,4.07,4.23,864.0,1798.0,4.5,4.5,3.5,3.5,4.5,1.0,60821,20,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
297,Dark Lagers,Valkyrie Brewing,Märzen / Oktoberfest,Copperhead,6.0,21.0,3.56,3.33,3.7,3.53,3.55,43.0,1798.0,4.0,2.0,2.0,3.0,3.5,1.0,60925,26,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
298,Hybrid Beers,City Steam Brewery Café,Bière de Garde,City Steam Careless Love,7.2,21.0,3.84,3.53,3.66,3.84,3.66,16.0,1798.0,4.5,4.5,4.0,4.5,4.5,1.0,15775,15,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
299,India Pale Ales,Howe Sound Inn & Brewing Company,American Double / Imperial IPA,Total Eclipse Of The Hop Imperial India Pale Ale,8.0,21.0,3.93,3.92,3.96,3.93,3.96,107.0,1798.0,4.0,4.0,3.5,4.0,4.5,1.0,210717,32,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
300,Pale Ales,Brasserie Du Bocq,Belgian Pale Ale,St. Benôit Blonde,6.3,21.0,3.56,3.48,3.75,3.57,3.52,101.0,1798.0,3.0,2.0,3.0,3.0,3.0,1.0,208731,13,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
301,Pilseners and Pale Lagers,Cambrew / Angkor Brewery,American Adjunct Lager,Angkor Beer,5.5,21.0,2.98,2.65,2.83,2.78,2.8,119.0,1798.0,3.0,3.0,4.0,4.0,2.5,1.0,116531,14,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
302,Porters,Six Rivers Brewery,American Porter,Kona Moon Porter,5.0,21.0,3.23,3.52,3.69,3.27,3.25,32.0,1798.0,3.5,2.0,3.0,2.5,2.0,1.0,67373,22,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
303,Specialty Beers,Beau's All Natural Brewing Company,Herbed / Spiced Beer,Bogwater,6.6,21.0,3.47,3.61,3.8,3.52,3.64,73.0,1798.0,4.0,4.0,4.5,3.5,4.5,1.0,83381,20,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
304,Stouts,Titanic Brewery,English Stout,Titanic Stout,4.5,21.0,3.63,3.93,4.18,3.76,3.78,90.0,1798.0,1.0,2.0,4.0,2.0,1.0,1.0,166797,24,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
305,Strong Ales,Grand Teton Brewing Co.,Scotch Ale / Wee Heavy,Sheep Eater Scotch Ale,7.5,21.0,3.99,4.05,4.16,4.02,4.13,207.0,1798.0,3.5,4.0,4.0,4.0,4.5,1.0,207116,34,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
306,Wheat Beers,The Olde Burnside Brewing Company,Witbier,Penny Weiz Ale,5.3,21.0,3.55,3.57,3.62,3.25,3.27,53.0,1798.0,5.0,5.0,4.5,5.0,5.0,1.0,86224,17,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
307,Wild/Sour Beers,Brouwerij Bavik,Flanders Oud Bruin,Pilaarbijter (Tripel Ale) Bruin (Red Cap),7.0,21.0,4.08,3.98,4.08,4.04,4.12,24.0,1798.0,3.0,3.5,3.0,3.0,3.0,1.0,32378,45,3.943548387096774,3.9766407119021134,3.8275862068965516,3.9335372636262513,3.825361512791991,1798.0
308,Bocks,Christian Moerlein Brewing Company,Doppelbock,Christian Moerlein Doppelbock,7.0,22.0,3.62,3.54,3.92,3.58,3.78,69.0,2154.0,4.0,4.0,4.0,3.0,4.0,1.0,50610,20,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
309,Brown Ales,Moorilla Estate,American Brown Ale,Moo Brew Dark Ale,5.0,22.0,4.26,3.88,4.05,3.91,4.14,833.0,2154.0,4.5,4.0,4.0,4.0,3.5,1.0,48899,13,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
310,Dark Ales,Big Rock Brewery,Winter Warmer,McNally's Winter Spice Ale,6.0,22.0,3.66,3.64,4.03,3.67,3.7,45.0,2154.0,4.0,3.0,4.0,3.5,3.5,1.0,60821,20,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
311,Dark Lagers,Blitz-Weinhard Brewing Co.,Munich Dunkel Lager,Henry Weinhard's Classic Dark Lager,4.81,22.0,3.46,3.34,3.72,3.31,3.42,74.0,2154.0,4.0,3.5,3.0,2.5,3.5,1.0,60925,17,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
312,Hybrid Beers,Brasserie Castelain,Bière de Garde,Castelain Blond Biere De Garde,6.4,22.0,3.88,3.34,3.84,3.7,3.66,25.0,2154.0,3.0,2.0,2.0,2.0,2.0,1.0,15775,112,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
313,India Pale Ales,Blue Hills Brewery,American Double / Imperial IPA,Imperial Red I.P.A.,9.0,22.0,3.58,3.67,3.88,3.7,3.71,78.0,2154.0,4.5,3.0,4.0,4.0,4.5,1.0,210717,35,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
314,Pale Ales,Alameda Brewhouse,American Pale Ale (APA),Klickitat Pale Ale,5.3,22.0,3.84,3.6,3.8,3.64,3.79,212.0,2154.0,2.0,3.0,4.0,2.0,3.0,1.0,208731,14,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
315,Pilseners and Pale Lagers,Brick Brewing Co. / Red Baron Lounge,Czech Pilsener,PC Pilsner,5.0,22.0,3.31,2.68,2.95,2.95,2.94,207.0,2154.0,3.0,3.0,4.0,2.5,3.0,1.0,116531,14,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
316,Porters,Bootlegger's Brewery,American Porter,Winter Ale - Chocolate Mint Porter,6.2,22.0,3.74,3.85,3.92,3.79,3.89,87.0,2154.0,3.5,3.0,3.5,3.5,2.5,1.0,67373,26,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
317,Specialty Beers,Rohrbach Brewing Company (Brewpub),Fruit / Vegetable Beer,Bluebeary Ale,4.5,22.0,3.14,3.29,3.4,3.14,3.3,92.0,2154.0,4.5,4.0,3.5,4.0,4.5,1.0,83381,17,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
318,Stouts,South African Breweries plc,Milk / Sweet Stout,Castle Milk Stout,6.0,22.0,3.86,3.96,4.11,3.85,4.01,203.0,2154.0,3.5,3.0,2.5,3.0,3.5,1.0,166797,28,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
319,Strong Ales,Steinhaus Brewing Co.,American Strong Ale,Mission St. Anniversary Ale 2011,8.5,22.0,3.56,3.88,3.95,3.8,3.92,109.0,2154.0,4.0,2.0,4.0,4.0,3.5,1.0,207116,39,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
320,Wheat Beers,Tallgrass Brewing Company,Witbier,Tallgrass Wheat,4.4,22.0,3.62,3.51,3.65,3.57,3.57,112.0,2154.0,2.0,1.5,3.0,2.5,2.0,1.0,86224,14,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
321,Wild/Sour Beers,Brouwerij Drie Fonteinen,Gueuze,Drie Fonteinen Doesjel,6.0,22.0,3.94,4.0,3.88,3.75,4.12,8.0,2154.0,3.0,4.5,4.5,3.0,3.5,1.0,32378,126,3.861652739090065,3.8409935004642524,3.6773444753946145,3.8231197771587744,3.6527390900649954,2154.0
322,Bocks,Kuhnhenn Brewing Company,Doppelbock,Kuhnhenn Dark Heathen Triple Bock,13.5,23.0,3.98,3.85,3.97,3.9,4.03,165.0,5954.0,3.5,3.5,4.0,4.0,3.5,1.0,50610,23,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
323,Brown Ales,Goose Island Beer Co.,American Brown Ale,Extremely Naughty Goose,8.6,23.0,3.83,3.7,3.84,3.64,3.82,145.0,5954.0,4.5,4.5,4.5,4.0,4.5,1.0,48899,15,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
324,Dark Ales,Brouwerij Haacht NV,Belgian Dark Ale,Tongerlo 6 Dubbel Bruin,6.0,23.0,3.88,3.82,3.98,3.8,3.88,233.0,5954.0,3.5,3.5,4.0,4.0,3.5,1.0,60821,23,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
325,Dark Lagers,Wolnzacher Bürgerbraü AG,Munich Dunkel Lager,Wolnzacher Nikolausbier,5.5,23.0,3.79,3.51,3.81,3.68,3.74,117.0,5954.0,3.0,3.5,3.0,3.0,3.5,1.0,60925,15,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
326,Hybrid Beers,Portsmouth Brewery,Cream Ale,Portsmouth Carlyle Cream Ale,4.5,23.0,3.85,3.54,3.85,3.62,3.71,39.0,5954.0,5.0,4.0,4.5,4.5,4.5,1.0,15775,17,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
327,India Pale Ales,Walnut Creek Alehouse (Pyramid),American IPA,Pyramid IPA,6.7,23.0,4.04,4.07,4.04,3.95,4.1,639.0,5954.0,3.0,4.0,3.0,3.5,4.0,1.0,210717,29,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
328,Pale Ales,Molson Coors Canada,American Pale Ale (APA),Molson Stock Ale,5.0,23.0,3.81,3.56,3.8,3.63,3.73,195.0,5954.0,2.0,2.0,2.0,1.5,1.5,1.0,208731,13,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
329,Pilseners and Pale Lagers,Florida Beer Company,Light Lager,Ybor Gold Light,5.3,23.0,3.19,2.63,2.93,2.87,2.83,290.0,5954.0,2.5,2.0,2.0,4.0,3.5,1.0,116531,15,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
330,Porters,Captain Lawrence Brewing Co.,American Porter,Smoke From The Oak (Apple Brandy Imperial Version),12.0,23.0,3.88,3.72,3.96,3.67,3.8,135.0,5954.0,1.0,1.0,2.0,1.0,1.5,1.0,67373,24,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
331,Specialty Beers,Iron Hill Brewery & Restaurant,Lambic - Fruit,Framboise De Hill,4.8,23.0,2.79,3.28,3.27,3.05,2.93,88.0,5954.0,2.5,4.0,4.0,3.5,3.5,1.0,83381,19,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
332,Stouts,Evolution Craft Brewing Company,American Stout,Morning Wood,8.5,23.0,4.14,4.13,4.26,4.1,4.22,1781.0,5954.0,4.5,4.5,4.0,4.0,5.0,1.0,166797,14,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
333,Strong Ales,Square One Brewery,Scotch Ale / Wee Heavy,Scotch,10.0,23.0,4.14,4.09,4.13,4.1,4.22,1895.0,5954.0,5.0,5.0,5.0,5.0,5.0,1.0,207116,19,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
334,Wheat Beers,Tractor Brewing Co.,American Pale Wheat Ale,Haymaker Honey Wheat,5.0,23.0,3.79,3.59,3.64,3.56,3.64,155.0,5954.0,2.0,3.0,3.0,2.5,2.5,1.0,86224,15,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
335,Wild/Sour Beers,De Struise Brouwers,Lambic - Unblended,Dirty Horse,7.0,23.0,3.95,4.09,4.01,4.0,4.12,77.0,5954.0,5.0,5.0,4.5,5.0,5.0,1.0,32378,39,4.00394692643601,4.035018474974807,3.927863621095062,4.038041652670474,3.935337588176016,5954.0
336,Bocks,Vancouver Island Brewery,Eisbock,Hermannator Ice Bock,9.5,24.0,3.33,3.54,3.67,3.63,3.5,23.0,1920.0,4.0,3.0,3.0,4.0,4.0,1.0,50610,27,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
337,Brown Ales,Alexander Keith's,English Dark Mild Ale,Alexander Keith's Dark Ale,4.1,24.0,3.5,3.7,3.74,3.46,3.62,25.0,1920.0,4.0,4.0,3.5,4.0,4.0,1.0,48899,35,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
338,Dark Ales,Otter Creek Brewing / Wolaver's,Dubbel,Otter's Dubbel (Otter Creek World Tour),5.3,24.0,3.31,3.5,3.75,3.22,3.42,18.0,1920.0,3.0,2.5,4.0,4.0,3.0,1.0,60821,32,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
339,Dark Lagers,Löwenbräu AG,Munich Dunkel Lager,Löwenbräu Premium Dark,5.5,24.0,3.31,3.02,3.45,3.21,3.29,21.0,1920.0,4.0,3.0,3.0,4.0,4.0,1.0,60925,19,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
340,Hybrid Beers,Hale's Ales Brewery & Pub,Cream Ale,Hale's Cream Ale,4.9,24.0,4.16,3.68,3.95,3.82,3.89,19.0,1920.0,5.0,4.0,5.0,5.0,5.0,1.0,15775,23,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
341,India Pale Ales,BrewDog,American IPA,Nanny State,0.5,24.0,3.82,3.91,3.9,3.83,3.91,157.0,1920.0,2.0,4.0,4.0,2.0,2.0,1.0,210717,29,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
342,Pale Ales,McKenzie Brew House,Belgian Pale Ale,Trappist Pale Ale,6.9,24.0,3.49,3.53,3.82,3.53,3.53,86.0,1920.0,4.0,4.5,5.0,4.5,5.0,1.0,208731,15,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
343,Pilseners and Pale Lagers,Red Oak Brewery,Munich Helles Lager,Hummin' Bird,4.5,24.0,3.37,2.79,3.1,3.04,3.04,178.0,1920.0,4.0,3.5,2.5,3.5,3.5,1.0,116531,14,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
344,Porters,Short's Brewing Company,Baltic Porter,Imperial Black Cherry Porter,8.75,24.0,3.78,3.89,4.03,3.76,3.91,40.0,1920.0,4.0,3.5,3.5,3.5,4.0,1.0,67373,36,3.922135416666667,3.8020833333333335,3.70546875,3.861458333333333,3.8036458333333334,1920.0
